id,listing_url,name,summary,space,host_name,host_response_rate,host_acceptance_rate,neighbourhood,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
9998508,https://www.airbnb.com/rooms/9998508,TwinPeaks Castro 3BR2BA Views House,"Unique fully detached modern home with Bay and downtown views! This home features Great room, spacious kitchen and dining area, designer lighting, dining room, living room with fireplace. First floor features master bedroom with bathroom and a laundry. Second floor has 2 bedrooms, bathroom,  patios, garden and deck.  Castro, Upper Market, Twin Peaks center of the city location provides a convenient access to commute in all direction. Pets negotiable. Must climb stairs. Call for special deals!","I rent my two-story house with breathtaking views of San Francisco downtown, Eastbay and Bay bridge. This property features 3 comfortable bedrooms with furniture, closet space and 2 bathrooms. It was completely rebuilt in (Phone number hidden by Airbnb) and therefore has an open and modern feel. As you enter, the high quality of the remodel is apparent - from the tile designs in the bathroom to the beautiful hardwood floors throughout. Off the foyer on the first floor is a large master suite with its own beautiful full bath with whirlpool and large dressing area, walk-in closet. Even from the quiet sanctuary of this master suite, the downtown and Bay views will astound you. After ascending the staircase, you enter a large open room consisting of the living room, dining room and kitchen. As your eyes are directed out the five large double-paned wood windows, you are struck by the view immediately - the downtown San Francisco skyline and the Bay unfold right before you! Do not miss the L",Michael,100%,,Twin Peaks,Twin Peaks,94114,37.75762,-122.44425,House,Entire home/apt,6,$300.00 ,42,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.91
4832436,https://www.airbnb.com/rooms/4832436,Stunning View Home Above SF!,"Please come to enjoy San Francisco from our private, comfy, well-appointed condo perched high atop the City with stunning views, convenient parking, and a few special features that are sure to please.","Our home is a spacious one-bedroom oasis with an open floorplan for the living room, dining room, and kitchen.  You’ll sleep in a cozy, monochromatic bedroom in plush sheets and bedding on a Tempurpedic mattress.  The bathroom is well-stocked with shampoo, conditioner, and multiple types of Dr. Bronner’s Pure-Castile body soaps.  The living room--with floor-to-ceiling windows and glass doors--has a gracious kick-back sectional couch, a 61"" plasma television, Bose Sound System, Cable, DVD/BluRay, TiVO DVR, and Apple TV.  The full kitchen has high-end stainless steel appliances including a microwave, convection oven, dishwasher, French-door style refrigerator, hot water (tea) kettle, and a Keurig (K-cup) coffee maker (coffee and tea included). To round out the experience, our home features a 13’ x 26’ deck that includes lush plants, a conversation fire pit that seats 6, and a 104º+ hot tub… all with unobstructed views of downtown San Francisco, the Castro, and Buena Vista Park!  For your",Rob,100%,,Twin Peaks,Twin Peaks,94114,37.75748,-122.44685,Apartment,Entire home/apt,2,$250.00 ,41,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.7
15343159,https://www.airbnb.com/rooms/15343159,Private Room in Artsy Cozy Family Home,Stay at our Artsy home in SF's Portola District. One bedroom available in our home with kids & two cats.  Great Hikes!  WE LIVE IN THE HOME. We do get up early and there is some AM noise. 2 min walk to bus & 15 min ride to subway. 15 drive downtown or 45 min on bus/train.  Easy freeway access!  15 min drive to SFO airport! Come enjoy a quiet getaway from the hubbub of the City...  We are NOT close to tourist area but it's a sweet spot. Lots of street parking!,Guests love the bed! The bedroom is decorated and has simple furniture. See photos.,Michelle,100%,,Portola,Visitacion Valley,94134,37.72147,-122.40868,Townhouse,Private room,3,$69.00 ,369,95.0,10.0,9.0,10.0,10.0,9.0,10.0,10.04
7922690,https://www.airbnb.com/rooms/7922690,Spacious Room in Luxury Home,- 4 min walk to Caltrain Station - 3 min walk to Muni Station - 1 min drive to highway 101 - 15 min drive to Union Square - 20 min drive to Fisherman's Wharf - Dedicated parking for 1 car - Luxurious kitchen and high end appliances - NetFlix,"I have hosted on Airbnb for about 1 year and it has been an AMAZING experience. You can expect a relaxing atmosphere and all the support you'll need to have a great stay. The room is private, but the apartment is shared with myself and my roommate.",Emanuel,100%,,Visitacion Valley,Visitacion Valley,94134,37.71143,-122.40057,House,Private room,2,$100.00 ,252,97.0,10.0,10.0,10.0,10.0,9.0,10.0,5.02
21068061,https://www.airbnb.com/rooms/21068061,Bright Spacious Suite 2BR/1BA with Parking!,"Entire private first floor in a bright, newly renovated home. The space includes one sofa bed, two full beds, and one queen bed in two bedrooms with a fire place and lots of windows, private bathroom, full kitchen and dining room with dish washer, and washer-dryer.  Now with new soft mattresses!  Located in a safe neighborhood and food, recreation, and public transit nearby. **No smoking or parties.** First time booking? Get $40 off your first trip with our link: https://abnb.me/e/Skg0Qqe3qQ","Our newly renovated home provides an escape from the noisy ""hustle and bustle"" of San Francisco life but the city's numerous attractions are still very easily accessible by car, taxi/Uber/Lyft, or public transportation!  Quiet and spacious residences are a rare find in San Francisco. Our location is ideal for stretching out and unwinding after a fun day exploring San Francisco! If you strongly prefer to be situated in the heart of the city, our home may not be the best fit.  We currently do not have a TV  in our home.",Zhi Jian,100%,,Visitacion Valley,Visitacion Valley,94134,37.71988,-122.39985,House,Entire home/apt,7,$160.00 ,247,96.0,10.0,10.0,10.0,10.0,9.0,9.0,10.45
20837529,https://www.airbnb.com/rooms/20837529,New Spacious Guest Suite 2BR/1BA (D),"This is part of a family home, so we prefer guests who are polite and QUIET. Spacious, private unit with your own private entrance. Cozy and comfortable with two bedrooms and a living room with a sofa bed. There is a dining table/workspace in the living room area. Small half-kitchen, including a microwave, a fridge, and a water heater. However, we do not provide a stove. We will try to accommodate everything that you will need for your trip so you can travel to San Francisco without worries :)","There is a microwave, a fridge, and a water heater. There is a flight of stairs leading up to the unit. Feel free to let us know if you need anything else, we will try our best to accommodate your needs!",Jean,100%,,Visitacion Valley,Visitacion Valley,94134,37.71389,-122.40813,Guest suite,Entire home/apt,3,$125.00 ,223,93.0,10.0,10.0,10.0,10.0,9.0,9.0,8.81
20852099,https://www.airbnb.com/rooms/20852099,New Comfy Guest Suite 1BR/1BA (C),"This is part of a family home, so we prefer guests who are polite and QUIET. Cozy unit with your own private entrance. Quiet and comfortable with one bedroom and a living room with a sofa bed. There is a dining table/workspace in the living room area. There is a small half-kitchen, including a microwave, a fridge, and a water heater. However, we do not provide a stove. We will try to accommodate everything that you will need for your trip so you can travel to San Francisco without worries :)","There is a microwave, a fridge, and a water heater. We provide you with towels, shampoo, conditioner, and soap. Feel free to let us know if you need anything else, we will try our best to accommodate your needs!",Jean,100%,,Visitacion Valley,Visitacion Valley,94134,37.71452,-122.40658,Guest suite,Entire home/apt,3,$85.00 ,214,91.0,9.0,10.0,10.0,10.0,9.0,9.0,8.51
13845578,https://www.airbnb.com/rooms/13845578,"Quiet, private, king bed, garden, hot tub","Your partner will  love you for bringing them to this romantic suite.  The bedroom is attached to a house, but you get total privacy with your own entrance, king bed, bathroom, and garden courtyard.  You’ll love the clean, comfy, quality furnishings.  Relax in the hot tub at the end of your day.  10 minutes by car to the Civic Center, 20 to the Golden Gate Bridge, 15 to the airport (traffic permitting).","This single room is nicely sized for two people (12'x16').  You'll enjoy:  - Your own private, attached bathroom - A quiet neighborhood in the hills away from most foot traffic - A private entrance from the street to your garden and room - Comfy chairs - A big closet - A good sized desk  - The sunny side of town - Small music speakers -Optional small table and 2 chairs - Any travel amenities you might need and more On the patio enjoy: - Outdoor lounge chairs with cushions - Outdoor picnic table  - A small hot tub  Other conveniences: - Easy parking - Minutes to food or anywhere via car   - Self check in and out - Endless hot water The room shares two walls with the house, so you may hear some muffled noise from the residents and vice versa.  Please chat, laugh, be exuberant, and play music, but after 10:00 PM other residents will be sleeping.",Lance,92%,,Visitacion Valley,Visitacion Valley,94134,37.71883,-122.40324,Guest suite,Entire home/apt,2,$118.00 ,205,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.18
22586319,https://www.airbnb.com/rooms/22586319,Cozy Guest Suite 1BA/1BR (B),"This is part of a family home, so we prefer guests who are polite and QUIET. Cozy and quiet unit with your own private entrance. One bedroom and a living room with a sofa bed. There is a dining table/workspace in the living room area. A small half-kitchen, including a microwave, a fridge, and a water heater. However, we do not provide a stove. We will try to accommodate everything that you will need for your trip so you can travel to San Francisco without worries :)","There is a microwave, a fridge, and a water heater. We provide you with towels, shampoo, conditioner, and soap. Feel free to let us know if you need anything else, we will try our best to accommodate your needs!",Jean,100%,,Visitacion Valley,Visitacion Valley,94134,37.71397,-122.40826,Guest suite,Entire home/apt,3,$67.00 ,191,92.0,10.0,10.0,10.0,10.0,9.0,9.0,8.94
8055632,https://www.airbnb.com/rooms/8055632,Guest Room in Renovated Apartment,- 4 min walk to Caltrain Station - 3 min walk to Muni Station - 1 min drive to highway 101 - 15 min drive to Union Square - 20 min drive to Fisherman's Wharf - Free Parking for up to 5 cars - Luxurious kitchen and high end appliances - NetFlix,"I have hosted on Airbnb for about 1 year and it has been an AMAZING experience. You can expect a relaxing atmosphere and all the support you'll need to have a great stay. I have a roommate that is also available to help, so please contact him in the same way you would contact me.  He is fully aware of your reservation and can answer any questions you may have.",Emanuel,100%,,Visitacion Valley,Visitacion Valley,94134,37.71297,-122.40053,Guest suite,Private room,4,$120.00 ,186,96.0,10.0,10.0,10.0,10.0,9.0,10.0,3.71
8048653,https://www.airbnb.com/rooms/8048653,Master Room in Luxury Apartment,- 4 min walk to Caltrain Station - 3 min walk to Muni Station - 1 min drive to highway 101 - 15 min drive to Union Square - 20 min drive to Fisherman's Wharf - Free Parking for up to 5 cars - Luxurious kitchen and high end appliances - NetFlix,"I have hosted on Airbnb for about 1 year and it has been an AMAZING experience. You can expect a relaxing atmosphere and all the support you'll need to have a great stay. I have a roommate that is also available to help, so please contact him in the same way you would contact me.  He is fully aware of your reservation and can answer any questions you may have.",Emanuel,100%,,Visitacion Valley,Visitacion Valley,94134,37.71299,-122.40017,House,Private room,4,$120.00 ,174,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3.48
19491887,https://www.airbnb.com/rooms/19491887,Cozy private studio,"Private studio space that contains a separate bedroom, kitchenette and private bathroom. Beautiful views. Quiet residential neighborhood and 2 block walk to McLaren Park. Enjoy time on the shared back deck. Ideal for access in to downtown SF or the peninsula and very convenient for the airport. Driveway parking for 1 car. The house is located on a classically STEEP San Francisco hill. 100% smoking free. Please refrain from smoking of any kind in the house, even with the windows open.","This apartment was just perfect for exploring SF. The property is exactly as you see it in the photos and Erica has added some very nice touches like coffee machine with free pods, fruit and other very nice personal touches. I'd recommend walking to San Bruno Ave. and taking a 9 or 9R bus to centre, costs about 2.75 single, then coming back at night take an Uber direct to the house, it's about 12 to 16 dollars. Spend time in Mission district, Castro, Haight Ashbury and the Piers. - Paul, March 2018",Erica,90%,,Portola,Visitacion Valley,94134,37.72071,-122.40903,Guest suite,Entire home/apt,3,$65.00 ,161,99.0,10.0,10.0,10.0,10.0,10.0,10.0,7.29
21425660,https://www.airbnb.com/rooms/21425660,Splendid Apartment on Traditional SF Hill,"Downstairs unit/private entrance Bright downstairs unit with master bedroom & living room or bedroom-you choose. Private entrance. Private bath. Fridge, but no kitchen. High-speed Wi-Fi, & antenna TV. Perfect for larger groups & can sleep 5. Parking is FREE in the neighborhood & the home is located in the transitioning, yet up and coming Portola Valley neighborhood, which is a short 19 minute Uber ride to downtown, 18 minutes from the airport & just 16 minutes from the new Chase Center!","This is a private unit downstairs, with private entrance. It has a Large California King Size Bed, spacious private living suite which we consider the second bedroom with a sleeper sofa and private bath (no cooking facilities). XBox 1 complete with games, and Netflix. Easy access to highway, public transportation and quiet neighborhood with amazing view from the front street make this a great place to stay! Please note: My family and I live in the upstairs unit, despite our best our best efforts to walk quietly you can still hear footsteps.  Parking is free in the neighborhood, which is located on a hill, so parking might be tricky for some. Please no smoking and no parties and ask that things quiet down at 11:30pm. Please note: Heating is connected to upstairs unit so you'll need to contact host if you need it warmer or cooler.",Clint,100%,,Visitacion Valley,Visitacion Valley,94134,37.7212,-122.40203,House,Entire home/apt,5,$160.00 ,148,98.0,10.0,10.0,10.0,10.0,10.0,9.0,6.2
21632344,https://www.airbnb.com/rooms/21632344,Homey Private Room 1BA/1BR (A),"This is part of a family home, so we prefer guests who are polite and QUIET. Cozy bedroom with the essentials for a comfortable stay! The private bedroom includes a work table, a mini fridge, and a microwave. The bathroom is located directly outside of the room and will be private only for your use! Perfect for traveling couples and business trips.  We will try to accommodate everything that you will need for your trip so you can travel to San Francisco without worries :)","There is a microwave, a fridge, and a water heater. We provide you with towels, shampoo, conditioner, and soap. Feel free to let us know if you need anything else, we will try our best to accommodate your needs!",Jean,100%,,Visitacion Valley,Visitacion Valley,94134,37.71411,-122.40728,Guest suite,Private room,2,$60.00 ,146,93.0,10.0,10.0,10.0,10.0,9.0,9.0,6.2
1925206,https://www.airbnb.com/rooms/1925206,Garden-View Guest Suite in Hip New Portola Neighborhood,"Greet the new day in the connected private bathroom, which has a tub, shower, and EO Essentials toiletries. Look at the wild parrots outside while tucking in to the complimentary breakfast provisions.","This is a garden view room on the ground floor with a queen size bed and a comfy day bed with additional pull out trundle to sleep 4. It has it's own private connected bathroom with tub/shower. I provide all the bathroom amenities from shampoo to lotion.  Large Screen TV and full cable including HBO, Showtime, and Stars TV. I provide the room with light breakfast items. (espresso machine, refrigerator, microwave, hot water kettle, fruit, muffins, bagels w/ toppings, and oatmeal) to help get you started in the morning",Joshua,100%,,Portola,Visitacion Valley,94134,37.72198,-122.40758,House,Private room,4,$94.00 ,134,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.65
6145605,https://www.airbnb.com/rooms/6145605,Cute studio with a view! Parking! Safe Area!,"This cute, comfortable studio apartment is bright and airy with a view of the bay. Free off-street parking!! The area is quiet, close to CalTrain and both HWYs 1 0 1 and 2 8 0, just minutes to downtown SF by car. Perfect getaway in a residential location in San Francisco's Little Hollywood neighborhood.  The neighborhood is very safe, and the house is located on a cul-de-sac. It is easier to navigate with a car or using Uber/Lyft, but there is public transport close by. Free laundry on site.","Perfect for a couple or small, close group, the studio comfortably sleeps 3 with a lovely, new queen size memory foam bed and twin size pull out sofa. Free off-street parking! There's a TV with on-demand options (no cable or local TV). It's got Netflix, Prime Video, and Hulu. The neighborhood is quiet and close to both HWY 101, HWY 280 and CalTrain-- 10 minutes to downtown SF and easy access to SFO and  Silicon Valley. Great for 2-3 people. We also have some baby items you can borrow, if needed.",Heather,100%,,Visitacion Valley,Visitacion Valley,94134,37.71389,-122.39809,Apartment,Entire home/apt,3,$150.00 ,133,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2.44
22469468,https://www.airbnb.com/rooms/22469468,Cozy Private Guest Suite w/ Full Bath & Deck in SF,"Newly remodeled Guest Suite in San Francisco’s Portola neighborhood with amazing views of the city! You'll enjoy you own private bathroom and deck :) Cedric & Jun are the owner of this great home and would love to receive you during your visit of the Bay Area. The house is about 5 miles from Downtown SF (15 minutes Uber/Lyft ride or 25 minutes by bus), and 15 minutes away from SFO. Express buses to downtown are running 2 blocks away from the house. Street parking is available.","Our cozy home has a modern look and decoration style. The Guest Suite you'll stay in was recently remodeled and furnished with taste. The house is spread between 2 floors. Your private suite is on the ground floor. We live upstairs.  Our living room, fully equipped kitchen, patio are upstairs. While your private suite also has a private deck and plenty of space, you are more than welcome to come join us upstairs in the living room, the patio that’s with amazing view of downtown SF and Bay bridge, and/ or the fully equipped kitchen. Washer and dryer are also offered for your convenience.",Cédric & Jun,100%,,Portola,Visitacion Valley,94134,37.72189,-122.4037,Guest suite,Private room,2,$179.00 ,119,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.63
20439767,https://www.airbnb.com/rooms/20439767,155Rm2 Quiet Cozy Bedroom w/ Private Bath & Entry,"Come stay in our cozy, clean and well-maintained room with private bathroom and entrance in Portola District! It is conveniently located in the midway between SFO airport and Downtown SF.  2 minute to Freeway 101, which takes you to Downtown SF in 15 mins, and SFO airport in 10 mins! it is 1-2 blocks away from major bus lines. There is an enormous variety of cuisines within walking distance. Also within a few blocks is McLaren Park, SF's 2nd largest park, the weekly Alemany Farmers Market.",This is a cozy bedroom with its own private bathroom and private entrance from the backyard.,Ming,100%,,Portola,Visitacion Valley,94134,37.72271,-122.40442,House,Private room,2,$80.00 ,118,93.0,10.0,9.0,10.0,10.0,9.0,9.0,4.48
20156650,https://www.airbnb.com/rooms/20156650,Private Bedroom across from Cow Palace 1,15% off for first time guests  https://www.airbnb.com/c/kennyt1329?currency=USD ** PLEASE READ THE DESCRIPTION BEFORE BOOKING** Great for travelers!  13 minutes from SFO.  Across the street from Cow Palace. 15-20 minutes to Downtown SF  Check in is flexible. You will be given code to the padlock.,"This private 300ft2 one bedroom includes a queen size bed with a memory foam mattress encased in a bed bug protector, a desk, 2 drawers and closet. It also comes with a heater and mini fridge. This room has remote controlled lights and heating.  Share bathroom is at the end of hall on left that comes with towels and a blowdryer. NO PARKING or LAUNDRY is provided. There is street parking on Geneva. Do not park on the driveway. There is laundromat at Geneva street nearby 4 mins away, Dexter Laundry Wash & Dry.",Kenny,100%,,Visitacion Valley,Visitacion Valley,94134,37.70991,-122.41966,House,Private room,2,$90.00 ,115,94.0,9.0,10.0,10.0,10.0,9.0,9.0,4.29
20690957,https://www.airbnb.com/rooms/20690957,!Upper Room B -  w/private bath,Newly remodeled spacious room located in the beautiful outer Mission District of San Francisco with all new decor.  We are located right next to one of SF's largest recreational parks. Restaurants and grocery stores 15 min away by walk. This room is on the 2nd floor.,It's definitely Okay to early-check-in or late-check-out. You can either wait in the living-room or leave your luggage in the fridge-room and come back later the day. Please have your valuables with you when you leave your luggage in the common area. I can't take care of it :D,Silming,100%,,Excelsior,Visitacion Valley,94112,37.71548,-122.4307,House,Private room,2,$58.00 ,106,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.12
28722160,https://www.airbnb.com/rooms/28722160,Roomy and Comfortable Suite 2BR/1BA with Backyard!,"Feel at home in San Francisco!  Entire private downstairs floor in a bright, newly renovated home. The space includes one sofa, 2 full beds, and one twin bed in 2 bedrooms, private bathroom, full kitchen, dining room, and washer-dryer. Free unreserved street parking is available.  Located in a safe neighborhood with food, parks, and public transit nearby.  **No smoking or parties** First time booking? Get $40 off your first trip when you sign up with our link: https://abnb.me/e/Skg0Qqe3qQ","Our newly renovated home provides an escape from the noisy ""hustle and bustle"" of San Francisco life but the city's numerous attractions are still very easily accessible by car, taxi/Uber/Lyft, or public transportation!  Quiet and spacious residences are a rare find in San Francisco. Our location is ideal for stretching out and unwinding after a fun day exploring San Francisco! If you strongly prefer to be situated in the heart of the city, our home may not be the best fit.",Zhi Jian,100%,,Visitacion Valley,Visitacion Valley,94134,37.71832,-122.40111,House,Entire home/apt,5,$135.00 ,105,94.0,10.0,10.0,10.0,10.0,9.0,9.0,8.38
8155586,https://www.airbnb.com/rooms/8155586,Big House with Beautiful City View / Parking,"You will enjoy your privacy and share the house with NO other guests. Safe and quiet 4 bedroom house in an upper hill in Portola District, overlooking at San Francisco city. Nearby to McLaren Park, transportation, and eateries. Contemporarily decorated. We hope that you will enjoy 2000+ sqft living space.  我们的房子坐落在Portola区的山顶｡社区安全并安静｡房子可以看到San Francisco 的全景｡房子周边5分钟内有Mclaren 公园,公共交通,中国餐馆,和中国商店｡房子是现代装修风格｡ 您会拥有200平方米的居住空间｡","San Francisco Short-Term Residential Rental Registration Number: STR-(PHONE NUMBER HIDDEN) ----------------------------------------------------------------------------------------- Amazing views of city skyline and partial view of Bay. Refreshment provided including coffee, and etc. 2 cars parking available (free), on-site laundry facilities, full kitchen, and entertainment gadgets (e.g. play station 3, 65"" HD TV, iPad, wifi, netflix, board games, and Massage Chair!). Multiple bedrooms (3 setup as full bedrooms (2 kings and 12queen), 1 twin bed and 3 bathrooms. Full size sofa bed in family room. House accommodates up to 10. 可以看到旧金山全景,海景,和海湾大桥｡我们会提供咖啡,茶,以及其他的食物｡可以免费停放两辆车｡洗衣房在车库｡娱乐设施包括PS3, 65寸电视,iPad, wifi, netflix,和按摩椅｡多个卧室,两个king,2个queen,一个单人床,活动室还有双人沙发床｡最多可以住10个人｡",Kevin (Or Jose),100%,,Portola,Visitacion Valley,94134,37.72213,-122.40632,House,Private room,10,$410.00 ,99,98.0,10.0,9.0,10.0,10.0,10.0,10.0,2.02
12288524,https://www.airbnb.com/rooms/12288524,Private Quarters in Luxury Home,- Downstairs private mother-in-law suite - 4 min walk to Caltrain Station - 3 min walk to Muni Station - 1 min drive to highway 101 - 15 min drive to Union Square - 20 min drive to Fisherman's Wharf - Free Parking for up to 5 cars - Luxurious kitchen and high end appliances - NetFlix,"The space is an in-law unit and occupies the bottom apartment unit of a two story home. In the upstairs unit, there is myself and my roommate Erik. I have hosted on Airbnb for about 1 year and it has been an AMAZING experience. You can expect a relaxing atmosphere and all the support you'll need to have a great stay. Erik is also available to help, so please contact him in the same way you would contact me.  He is fully aware of your reservation and can answer any questions you may have.",Emanuel,100%,,Visitacion Valley,Visitacion Valley,94134,37.71174,-122.39891,Guest suite,Entire home/apt,8,$250.00 ,95,94.0,10.0,9.0,10.0,10.0,9.0,9.0,2.28
23993894,https://www.airbnb.com/rooms/23993894,SF studio-private guest suite close to airport,"This private suite is located on ground level but is separate from the living area of host. There is a small kitchenette with fridge, sink, and microwave. Close to SFO airport and SF. Parking? No meters if you street park, nor parking time limits, but do park before 8pm. 2 blocks to buses that will get you downtown in 20+ mins.  Host lives upstairs- you will hear footsteps, doors closing and muted voices. You may hear hosts husband playing trumpet, only during daytime hours and in short sessions","This is a recently renovated space, featuring a spacious living area, a small kitchenette, and a sleeping niche with a queen sized bed featuring a very comfortable W hotel mattress. You will have your own small bathroom, which is kept very clean, and stocked with basic amenities like towels, soap & shampoo. Need anything else? Just let us know. There is a comfy sofa and a 32"" TV with Netflix and Amazon. There is also a table and a couple of chairs that you can use for work or to eat your meals on. A large window lets in natural sunlight. The suite is very clean, with freshly laundered 400 TC sheets and towels. The duvet cover is changed for each new guest. The kitchenette features a microwave oven (there is no cooktop) and electric kettle.  The place is generally quiet, but please be advised that we have a early rising toddler and you will likely hear his footsteps in the morning. While this is typical for a San Francisco apartment, please consider this when booking. We do provide a wh",Sarah,100%,,Visitacion Valley,Visitacion Valley,94134,37.72087,-122.40231,Guest suite,Entire home/apt,2,$98.00 ,83,98.0,10.0,10.0,10.0,10.0,9.0,10.0,5.03
25808640,https://www.airbnb.com/rooms/25808640,Newly remodeled SF home next to John McLaren park,"Entire ground level (private entrance) complete with a bedroom , private bathroom, living room (can be used as 2nd bedroom), another hallway bathroom and a huge backyard with city and bay views.  All in a safe neighborhood next to beautiful John Mclauren park. The property is just steps away from bus #29 stop. Different buses and stops within 10 min walk.",the entire lower level (~680 Sqft) with access to beautiful garden. Enjoy hammock with bay views. walking distance from John Mclauren park known for stunning hikes and redwood trees. The property is at an elevation.,Mehul,100%,,Visitacion Valley,Visitacion Valley,94134,37.72014,-122.40266,House,Entire home/apt,4,$155.00 ,79,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.33
21486593,https://www.airbnb.com/rooms/21486593,San Francisco Studio on the South Side of The City,"Located in the Visitacion Valley neighborhood of San Francisco, our studio apartment unit is perfect for those visiting SF with a car who don't want to be in the thick of traffic, who want to be close to the airport or have easy access to the Peninsula, or who are attending an event at the Cow Palace.","Our cozy studio apartment is on the first floor of our two-story home and has its own private entrance through the garage, plus garage parking, and backyard access. The studio includes a spacious living area with couch, coffee table and TV with Roku device. The entertainment unit includes board games, playing cards and toys for little ones. The kitchenette has a small refrigerator, a microwave, a sink and a Krueger coffee machine and is stocked with utensils, plates and dishes and basic condiments.  There is a small dining table with two chairs and a bench. The bedroom is open to the living room (no separate bedroom area with closed door), and has a dresser, two nightstands and a comfy queen-sized bed. The bathroom has a toilet, shower and a small sink and is stocked with towels, toilet paper and a hair dryer.   The curtained area off the living room is a large closet that contains a foam mattress, an air mattress, and a cot for additional guests. Additional bedding/linens are in the b",Cassy,100%,,Visitacion Valley,Visitacion Valley,94134,37.71329,-122.41399,Guest suite,Entire home/apt,4,$90.00 ,76,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.44
15843007,https://www.airbnb.com/rooms/15843007,Private Cozy Apartment in Little Hollywood,"My cozy place has complete privacy with your own entrance, master bedroom, bathroom, living room, and small backyard area.  Close to San Francisco International Airport, Downtown SF, and Silicon Valley. It's good for couples, solo adventurers, business travelers, and families.","You will have a spacious private apartment with a personal side door entrance, master bedroom with a dresser and walk-in closet, bathroom with a glass door shower, living room with a laptop work station, microwave and mini-fridge, and a shared backyard.",Wilson,100%,,Visitacion Valley,Visitacion Valley,94134,37.71294,-122.39887,Apartment,Entire home/apt,2,$83.00 ,66,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.87
109883,https://www.airbnb.com/rooms/109883,San Francisco Serenity/ lovely home,"San Francisco Serenity is a private, quiet 2 room suite with its own bathroom and private entrance. The bedroom has a new queen sized bed and flat screen TV and the front room has a queen sofa bed that sleeps 2. There is free parking in front of the house.","Leave your heart in the City by the Bay. Two room suite with private entrance and private bathroom sleeps up to four.  Easy access downtown SF by car, Muni or Bart. Bus or BART to the Mission, Noe Valley, or the Haight.  The SF Zoo and the famous Stern Grove Summer Music Festival are 5 minutes away. Ocean Beach is a short bus ride away. This is a great location to explore SF, or get to the Peninsula for work. Corporate stays are common at SF Serenity.  The suite: This lovely suite is decorated with original art and photographs for serenity and inspiration. Located West of Twin Peaks in a quiet, wooded neighborhood, this is the perfect location to launch your SF experience.  Brand new queen bed.  Bedroom features large closet, dresser & TV.  Living room features fold out (queen) sofa bed, mini-frig, microwave, coffee maker, toaster and hot water boiler for tea. Marble bathroom has a shower/tub glass enclosure, cotton towels.  Additional features include a sunny courtyard with a fountain",Adam,100%,,Balboa Terrace,West of Twin Peaks,94127,37.73327,-122.46435,Guest suite,Entire home/apt,4,$125.00 ,359,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3.54
164207,https://www.airbnb.com/rooms/164207,"Quiet area by subway, private bath","Stay in the upper floor of a bright, open, & charming historic home. West Portal is a safe, peaceful ""transit village"" with cafes & restaurants. Walk 3 mins to the metro (subway) station. Wait 2-4 mins for train. Ride downtown in 15 mins!","Upper-floor bedroom & bathroom in renovated 1925 Marina-style home, accessible from front door and private from the rest of the house.  You also have access to the living room & kitchen (1000 sq ft / 100m²). AMENITIES - Private bathroom with new tile, vanity, & tub - Coffee, tea, creamer, soymilk, cereal - Hairdryer, body wash, shampoo, conditioner, towels - Iron & board upon request There's a queen bed for two.  Or, ask for an air mattress.",Phil,100%,,West Portal,West of Twin Peaks,94127,37.74159,-122.46578,House,Private room,2,$69.00 ,355,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.53
5144482,https://www.airbnb.com/rooms/5144482,Gorgeous & stylish unit w/parking,"This awesome unit features the latest technology, will provide the most comfortable stay for your trip to SF. Unit comes with a parking spot. Very easy access to underground subway (aka MUNI) about 5 minutes walking distance.","Located in the exclusive residential neighborhood of Forest Hill Extension, a space in our home is now available to you. This unit is located in the downstairs of our home with a separate entrance. This fully-loaded space is enjoyable and relaxing while only being a short ride away from the city life. To set the right expectations, we built the space to emulate a luxurious hotel room, and it is about the size of a mid-size hotel room. It is the perfect size for a couple, 3 adults or family with 2 small children, but might be a little bit of a tight squeeze for 4 adults.",Michelle,100%,,Forest Hill,West of Twin Peaks,94127,37.74458,-122.46284,Guest suite,Entire home/apt,3,$139.00 ,317,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.93
